,2.30,0.03,-0.11,-0.02,2.51,-6.70,7.73,-0.15,-0.16,0.03
-5,6,-22,-20,58,5.27,-75.34,110.01,-14.29,-43.51,70.64,-0.91,-9.52,2.49,0.02,-0.05,-0.04,2.62,-7.09,7.47,-0.16,-0.08,0.06
-5,5,8,0,51,5.19,-78.14,113.83,-12.84,-44.11,72.39,-0.90,-9.68,2.03,-0.11,-0.23,-0.05,2.35,-7.17,7.39,-0.11,-0.20,0.28
-5,6,16,27,54,2.81,-76.52,101.89,-14.17,-42.11,71.20,-0.50,-9.82,2.35,-0.13,-0.28,-0.01,2.62,-6.96,7.69,-0.08,-0.20,0.25
-5,7,34,22,46,1.02,-74.39,93.80,-14.53,-42.40,70.66,-0.18,-9.80,2.74,-0.14,-0.07,0.06,2.69,-6.99,7.66,-0.02,0.00,0.11
-5,7,30,15,55,3.16,-76.45,103.24,-13.51,-42.31,72.00,-0.55,-9.67,2.33,-0.18,0.14,0.10,2.46,-6.88,7.56,0.01,0.19,0.01
-5,7,40,54,73,5.40,-79.96,118.46,-11.37,-43.19,74.58,-0.92,-9.63,1.70,-0.17,0.11,0.10,2.04,-6.96,7.41,0.03,0.15,0.04
-5,7,16,40,87,5.85,-79.40,119.12,-12.18,-39.02,74.47,-0.99,-9.53,1.78,-0.18,0.13,0.07,2.18,-6.35,7.83,0.01,0.15,0.01
-5,7,16,29,73,4.45,-80.66,115.64,-10.42,-40.81,76.34,-0.77,-9.77,1.61,-0.06,0.36,0.04,1.88,-6.67,7.73,-0.03,0.29,-0.20
-5,7,8,27,70,8.38,-83.10,140.81,-9.49,-40.57,77.59,-1.41,-9.52,1.15,-0.08,0.26,-0.01,1.69,-6.57,7.67,-0.09,0.20,-0.12
-5,6,-4,20,54,6.17,-81.85,127.32,-9.14,-45.15,77.15,-1.06,-9.71,1.39,0.01,0.13,-0.12,1.65,-7.26,7.22,-0.20,0.04,-0.07
-5,7,-28,15,58,3.16,-82.35,112.53,-11.15,-42.20,75.10,-0.55,-9.83,1.32,0.03,-0.03,-0.11,2.00,-6.82,7.52,-0.20,-0.04,-0.02
-5,6,-16,18,58,1.62,-80.72,99.94,-9.28,-45.64,76.84,-0.28,-9.95,1.63,0.21,0.02,-0.13,1.67,-7.30,7.14,-0.28,-0.07,-0.13
-5,5,-16,13,60,-0.57,-75.49,87.71,-13.84,-46.10,70.43,0.10,-9.73,2.52,0.13,-0.06,-0.10,2.54,-7.43,7.15,-0.21,-0.17,-0.07
-5,5,-34,13,61,-0.25,-74.05,89.10,-14.10,-45.70,70.22,0.04,-9.65,2.76,0.12,0.05,-0.09,2.57,-7.34,7.16,-0.19,-0.05,-0.10
-5,5,-28,38,45,-0.89,-75.77,86.38,-13.29,-48.48,70.38,0.16,-9.85,2.50,0.01,0.04,-0.05,2.43,-7.70,6.82,-0.12,-0.05,-0.03
-5,5,30,15,36,2.37,-78.85,102.10,-12.49,-43.96,72.89,-0.41,-9.80,1.93,0.08,-0.02,0.04,2.24,-7.01,7.27,-0.09,-0.11,-0.08
-5,5,22,42,21,2.31,-74.71,98.71,-14.47,-44.84,70.00,-0.40,-9.49,2.60,0.06,-0.05,0.05,2.63,-7.19,7.23,-0.08,-0.11,-0.06
-5,6,28,56,36,3.04,-73.42,100.52,-15.06,-43.40,69.68,-0.52,-9.39,2.80,-0.04,-0.04,0.00,2.73,-6.98,7.38,-0.12,-0.03,0.00
-5,5,36,56,40,1.08,-78.81,95.53,-11.60,-45.50,73.68,-0.19,-9.87,1.95,-0.06,0.00,0.01,2.09,-7.25,7.12,-0.09,0.00,0.00
-5,5,32,51,60,2.51,-78.38,102.30,-12.41,-44.17,72.94,-0.44,-9.72,2.00,0.04,-0.03,0.06,2.24,-7.10,7.30,-0.07,-0.11,-0.04
