61,0,14,-30,9,-23.95,25.17,63.86,-32.96,-83.54,9.84,3.88,3.71,7.90,-0.03,0.00,0.03,5.45,-8.35,0.95,-0.09,-0.02,-0.03
61,0,12,33,4,-24.69,24.66,63.16,-32.25,-83.50,10.17,3.99,3.62,7.88,-0.04,0.03,0.04,5.36,-8.45,0.96,-0.07,-0.04,-0.01
61,0,14,48,9,-23.57,24.87,64.32,-32.97,-82.68,11.11,3.82,3.68,7.94,-0.04,0.04,0.05,5.45,-8.33,1.07,-0.06,-0.03,-0.02
61,0,5,45,27,-23.54,24.59,64.40,-32.91,-82.39,11.57,3.78,3.61,7.88,-0.03,0.04,0.02,5.38,-8.24,1.10,-0.07,-0.01,-0.04
61,0,-5,30,22,-24.24,24.24,63.72,-32.51,-83.44,10.16,3.91,3.56,7.92,-0.02,0.03,0.01,5.34,-8.33,0.96,-0.07,-0.00,-0.05
61,0,3,33,47,-24.38,25.50,63.34,-33.44,-84.04,8.93,3.96,3.76,7.88,-0.00,0.03,0.02,5.53,-8.33,0.87,-0.07,-0.02,-0.07
61,0,3,-12,49,-24.04,26.97,63.41,-34.83,-83.52,9.22,3.90,3.96,7.79,-0.01,0.05,0.02,5.75,-8.21,0.93,-0.05,-0.01,-0.06
62,0,0,-27,63,-23.72,27.35,63.68,-35.34,-82.98,9.79,3.83,4.01,7.75,-0.04,0.05,0.02,5.77,-8.08,1.00,-0.05,-0.01,-0.04
63,0,14,-15,36,-23.49,27.74,63.84,-35.60,-83.23,9.34,3.78,4.04,7.69,-0.04,0.05,0.01,5.79,-8.03,0.95,-0.06,0.01,-0.03
63,0,10,-9,51,-23.55,28.12,63.70,-35.29,-83.12,9.60,3.83,4.14,7.75,-0.08,0.04,0.02,5.84,-8.20,0.99,-0.06,0.02,0.01
62,0,18,-21,51,-23.36,27.08,64.13,-34.87,-82.45,10.68,3.76,3.96,7.75,-0.13,0.04,0.05,5.70,-8.11,1.07,-0.05,0.01,0.07
61,0,10,-3,60,-22.85,26.18,64.85,-34.33,-81.78,11.82,3.66,3.83,7.79,-0.16,0.02,0.04,5.59,-8.10,1.17,-0.08,0.03,0.09
61,0,3,0,51,-23.17,24.23,64.86,-32.64,-82.20,11.96,3.74,3.59,7.98,-0.17,-0.01,0.00,5.37,-8.31,1.14,-0.11,0.07,0.09
61,0,-14,36,58,-24.71,21.31,63.71,-29.60,-83.44,11.37,3.99,3.15,8.09,-0.15,-0.01,0.02,4.95,-8.66,1.00,-0.09,0.04,0.07
61,0,-21,60,63,-24.67,20.34,63.91,-28.98,-83.22,12.03,4.01,3.04,8.19,-0.09,0.05,0.09,4.84,-8.68,1.03,-0.03,-0.04,0.04
61,0,-18,45,72,-23.06,21.61,65.39,-30.93,-81.02,14.60,3.72,3.22,8.12,-0.05,0.05,0.10,5.13,-8.45,1.34,-0.04,-0.06,0.01
61,0,3,39,63,-22.06,21.55,66.46,-31.23,-79.77,16.32,3.51,3.18,8.05,-0.03,0.02,0.02,5.07,-8.23,1.48,-0.09,0.00,-0.04
61,0,5,114,67,-22.52,21.11,66.04,-30.32,-80.80,15.29,3.63,3.16,8.18,-0.01,-0.03,-0.01,5.02,-8.47,1.37,-0.14,0.02,-0.07
61,0,12,54,45,-23.96,20.92,64.56,-29.31,-82.49,13.10,3.89,3.12,8.17,-0.00,-0.02,0.02,4.89,-8.63,1.14,-0.11,-0.03,-0.06
61,0,7,15,20,-22.92,21.73,65.52,-31.76,-81.04,14.12,3.64,3.19,7.99,0.06,-0.03,0.04,5.14,-8.20,1.29,-0.12,-0.08,-0.12
61,0,-48,15,13,-23.52,23.89,64.54,-32.35,-82.53,11.60,3.82,3.56,8.03,0.09,-0.05,-0.01,5.39,-8.43,1.11,-0.15,-0.05,-0.16
61,0,-50,15,6,-25.12,23.70,62.89,-32.33,-83.93,9.48,4.08,3.50,7.97,0.12,-0.02,-0.00,5.35,-8.40,0.89,-0.12,-0.07,-0.19
61,0,-43,-60,0,-23.94,26.52,63.60,-34.96,-82.66,10.35,3.86,3.88,7.78,0.17,0.01,-0.02,5.74,-8.15,1.05,-0.09,-0.05,-0.24
62,0,-52,-21,6,-24.34,27.70,62.94,-34.94,-84.16,8.28,3.99,4.10,7.81,0.13,0.04,-0.02,5.83,-8.29,0.85,-0.06,-0.05,-0.20
63,0,-21,21,22,-23.95,27.81,63.33,-35.20,-83.59,9.00,3.85,4.05,7.68,0.11,0.08,0.02,5.74,-8.09,0.91,-0.02,-0.07,-0.17
63,1,14,60,27,-23.19,28.66,63.98,-36.32,-82.74,9.75,3.73,4.18,7.65,0.10,0.08,0.05,5.89,-7.95,1.01,-0.01,-0.08,-0.15
63,0,30,45,31,-23.14,28.82,64.00,-36.23,-83.26,9.10,3.72,4.20,7.63,0.09,0.07,0.06,5.91,-8.01,0.95,-0.02,-0.08,-0.13
63,0,34,51,36,-23.42,29.33,63.58,-36.41,-82.90,9.52,3.82,4.32,7.69,0.05,0.06,0.05,6.04,-8.13,1.01,-0.03,-0.06,-0.09
63,0,50,33,56,-24.19,28.17,63.00,-34.96,-84.21,8.22,3.94,4.14,7.73,0.01,0.08,0.05,5.77,-8.21,0.83,0.01,-0.04,-0.05
62,0,46,18,29,-23.67,27.37,63.73,-35.22,-83.04,9.73,3.79,3.97,7.67,-0.00,0.10,0.08,5.72,-8.05,0.98,0.01,-0.06,-0.04
61,0,52,18,11,-23.70,26.31,63.91,-34.65,-83.24,9.67,3.79,3.82,7.73,0.01,0.10,0.11,5.65,-8.12,0.96,0.02,-0.07,-0.08
61,0,46,36,9,-23.80,26.64,63.74,-33.98,-83.86,9.02,3.85,3.92,7.81,0.02,0.10,0.16,5.63,-8.30,0.89,0.04,-0.10,-0.07
61,1,27,42,4,-23.35,27.31,64.09,-35.71,-81.90,11.09,3.75,3.98,7.72,0.02,0.08,0.20,5.79,-7.98,1.13,0.05,-0.11,-0.05
62,1,23,15,-11,-23.07,27.82,64.28,-35.74,-82.09,10.82,3.73,4.08,7.74,0.02,0.02,0.12,5.81,-8.00,1.11,-0.00,-0.09,-0.04
61,0,16,9,6,-24.66,25.39,63.06,-34.20,-82.91,10.29,3.95,3.69,7.77,0.07,0.05,0.07,5.56,-8.12,1.01,0.02,-0.09,-0.09
61,0,25,-51,36,-24.38,25.63,63.32,-34.01,-83.38,9.70,3.94,3.76,7.84,0.11,0.10,0.14,5.59,-8.23,0.96,0.05,-0.14,-0.14
62,0,7,-72,54,-23.76,28.46,63.41,-36.01,-82.48,10.21,3.89,4.21,7.76,0.09,0.13,0.19,5.95,-8.12,1.07,0.08,-0.18,-0.08
63,1,14,-75,51,-22.80,29.79,64.16,-37.81,-81.42,10.88,3.71,4.39,7.67,0.05,0.11,0.19,6.16,-7.84,1.18,0.06,-0.14,-0.03
63,1,12,-57,47,-22.75,30.04,64.16,-38.21,-80.92,11.33,3.69,4.41,7.62,0.02,0.09,0.06,6.20,-7.78,1.24,0.02,-0.03,-0.04
63,0,34,-57,51,-23.42,28.05,63.86,-35.84,-81.98,10.94,3.79,4.11,7.71,0.01,0.08,-0.04,5.85,-8.02,1.13,-0.02,0.04,-0.07
63,0,30,-15,15,-23.22,27.46,64.19,-34.69,-82.36,10.86,3.74,4.02,7.74,-0.02,0.07,0.04,5.70,-8.16,1.09,-0.01,0.01,-0.05
63,1,45,-12,-13,-23.08,27.60,64.32,-36.10,-80.94,12.18,3.70,4.02,7.69,-0.02,0.07,0.11,5.89,-7.98,1.27,0.01,-0.02,-0.03
63,1,46,-3,-24,-22.73,27.68,64.69,-36.36,-80.48,12.66,3.62,4.02,7.66,0.03,-0.06,0.23,5.91,-7.91,1.33,-0.03,0.05,-0.09
62,1,37,3,-11,-23.81,26.92,63.68,-35.17,-80.97,12.56,3.84,3.94,7.77,0.00,0.02,0.07,5.71,-8.00,1.27,-0.04,0.04,-0.07
61,0,10,3,-22,-23.59,25.46,64.18,-33.92,-81.21,12.80,3.81,3.75,7.88,0.04,0.04,-0.02,5.50,-8.09,1.25,-0.05,0.01,-0.11
61,1,7,-6,-2,-23.52,21.72,64.90,-32.51,-81.26,13.41,3.61,3.07,7.71,0.25,-0.03,-0.04,5.10,-7.91,1.22,-0.07,-0.08,-0.29
61,0,5,-3,6,-25.47,23.02,62.64,-32.85,-82.36,11.63,4.05,3.32,7.82,0.50,0.06,-0.04,5.32,-8.16,1.09,0.01,-0.15,-0.47
62,0,9,-36,4,-23.70,30.25,63.07,-36.32,-81.41,11.49,3.91,4.48,7.69,0.60,0.21,0.01,6.12,-8.24,1.24,0.07,-0.17,-0.44
64,1,18,-39,0,-20.72,35.68,65.04,-40.31,-79.79,11.80,3.49,5.39,7.50,0.29,0.16,0.06,6.77,-7.86,1.41,0.05,-0.10,-0.26
64,1,10,-30,27,-20.83,33.72,65.42,-40.05,-79.25,12.51,3.34,4.87,7.30,0.06,0.00,0.05,6.46,-7.55,1.43,-0.07,-0.01,-0.10
64,1,0,-48,31,-23.67,29.99,63.16,-37.34,-81.74,10.66,3.77,4.30,7.44,0.07,0.01,-0.01,6.01,-7.80,1.13,-0.08,0.00,-0.12
64,1,-12,-39,29,-23.29,30.84,63.37,-37.76,-81.69,10.57,3.74,4.45,7.45,0.13,0.06,0.01,6.07,-7.75,1.13,-0.03,-0.09,-0.14
65,1,-12,-15,65,-21.46,34.17,64.59,-40.58,-80.05,11.40,3.50,5.00,7.37,0.10,0.04,0.06,6.65,-7.64,1.34,-0.04,-0.09,-0.12
66,1,-10,9,72,-20.63,35.22,65.25,-41.64,-78.71,12.42,3.33,5.10,7.23,0.00,0.02,0.07,6.68,-7.36,1.47,-0.07,0.00,-0.07
66,1,12,18,65,-21.22,33.95,64.92,-40.90,-79.33,12.06,3.45,4.96,7.36,-0.06,-0.07,0.07,6.56,-7.44,1.40,-0.12,0.03,-0.03
66,1,30,54,58,-23.84,30.69,62.80,-37.31,-82.19,10.11,3.81,4.40,7.41,-0.01,-0.05,0.03,5.99,-7.78,1.07,-0.10,-0.03,-0.06
66,1,50,99,90,-23.12,31.23,63.46,-38.01,-81.39,10.84,3.73,4.52,7.46,0.04,0.03,0.13,6.16,-7.80,1.18,-0.05,-0.15,-0.06
